"Experiment Name: ","Time_Base_Campaign_Example"
"Experiment Description: ","Example of a time base campaign with 2000 faults"
"Responsable: ","David Paiva"
"Date: ","12/10/2022 23:17:48"
"-"
"-"
"-"
"-"
"-"
"Target: ","EDC (CONASAT)"
"Fault Type: ","FAULT_TYPE_TIMEBASED"
"Register","Mask","T0","Tinj","T1","Tfim"
"PC","00000000000010000000000000000000","2000","3999","6000","12000"
"R12","00000000000000000010000000000000","2000","3758","6000","12000"
"R1","00100000000000000000000000000000","2000","2891","6000","12000"
"R6","00000000000000000000000000000100","2000","2248","6000","12000"
"R11","00000000000000000001000000000000","2000","4054","6000","12000"
"R3","00000000000000000000000000000010","2000","2210","6000","12000"
"R1","00000000000100000000000000000000","2000","5066","6000","12000"
"R3","00000000000000000000000000100000","2000","3353","6000","12000"
"R2","00000000100000000000000000000000","2000","4910","6000","12000"
"PC","00000000000000000000000000000010","2000","2879","6000","12000"
"R0","00000000000000000000000100000000","2000","5237","6000","12000"
"SP","00000000000000000000000000000001","2000","2106","6000","12000"
"R9","00000000000000000000000000000001","2000","2007","6000","12000"
"R7","00000000001000000000000000000000","2000","3238","6000","12000"
"R12","00000000000000000000000001000000","2000","4028","6000","12000"
"R5","00000000100000000000000000000000","2000","2069","6000","12000"
"R8","00000000000000000000001000000000","2000","5204","6000","12000"
"PC","00000010000000000000000000000000","2000","4247","6000","12000"
"R7","00000000000000000000000000000001","2000","2277","6000","12000"
"R5","00001000000000000000000000000000","2000","4309","6000","12000"
"R6","00000000000000010000000000000000","2000","3260","6000","12000"
"R7","00000000010000000000000000000000","2000","4086","6000","12000"
"PC","01000000000000000000000000000000","2000","3268","6000","12000"
"R6","00000000000001000000000000000000","2000","2660","6000","12000"
"R4","00000000000000000000000000000100","2000","3668","6000","12000"
"R4","00000000001000000000000000000000","2000","5513","6000","12000"
"R11","00000000000000000000010000000000","2000","2850","6000","12000"
"R2","00000000000001000000000000000000","2000","4724","6000","12000"
"R4","00000000000000000100000000000000","2000","4981","6000","12000"
"R4","00000100000000000000000000000000","2000","2424","6000","12000"
"R8","00000010000000000000000000000000","2000","5305","6000","12000"
"R5","00000000000000000000000000100000","2000","3987","6000","12000"
"R5","00000000000000000000001000000000","2000","4492","6000","12000"
"R10","00000010000000000000000000000000","2000","4555","6000","12000"
"R10","00000000000000000000000000010000","2000","4917","6000","12000"
"R11","00000000100000000000000000000000","2000","4820","6000","12000"
"R5","00000000000000000000010000000000","2000","4628","6000","12000"
"PC","00000000000000000000010000000000","2000","5743","6000","12000"
"R10","00010000000000000000000000000000","2000","3220","6000","12000"
"R9","00000000000000010000000000000000","2000","2285","6000","12000"
"R1","00000000100000000000000000000000","2000","3005","6000","12000"
"R2","00000000000000000000010000000000","2000","5265","6000","12000"
"R8","01000000000000000000000000000000","2000","5255","6000","12000"
"R0","01000000000000000000000000000000","2000","3155","6000","12000"
"R5","00100000000000000000000000000000","2000","2120","6000","12000"
"PC","00000000000000000010000000000000","2000","4640","6000","12000"
"LR","00000000000000000000001000000000","2000","2734","6000","12000"
"R3","00000000000000000000000000000010","2000","3423","6000","12000"
"R12","00001000000000000000000000000000","2000","3145","6000","12000"
"R9","00000000000000000100000000000000","2000","2863","6000","12000"
"SP","00000000000000000000000010000000","2000","4639","6000","12000"
"R8","00000000000000000000000000001000","2000","3980","6000","12000"
"R0","00010000000000000000000000000000","2000","2115","6000","12000"
"R11","00000000000000100000000000000000","2000","5680","6000","12000"
"R8","00000000000001000000000000000000","2000","3584","6000","12000"
"R8","00000000000100000000000000000000","2000","5429","6000","12000"
"R9","00001000000000000000000000000000","2000","4335","6000","12000"
"R1","00000000000100000000000000000000","2000","3513","6000","12000"
"PC","00100000000000000000000000000000","2000","5576","6000","12000"
"LR","00000000000000010000000000000000","2000","2747","6000","12000"
"R12","00000000000000000000000000010000","2000","2676","6000","12000"
"R2","00000000000000100000000000000000","2000","4194","6000","12000"
"R4","00000000000000010000000000000000","2000","5889","6000","12000"
"PC","00000000010000000000000000000000","2000","4477","6000","12000"
"R5","00000000000000000000010000000000","2000","3215","6000","12000"
"R9","00000000000000000000100000000000","2000","4197","6000","12000"
"SP","00000000010000000000000000000000","2000","2888","6000","12000"
"R10","00000000000000000000010000000000","2000","5150","6000","12000"
"R12","01000000000000000000000000000000","2000","2189","6000","12000"
"R12","00001000000000000000000000000000","2000","2908","6000","12000"
"R0","00000000000000000000000001000000","2000","5515","6000","12000"
"R1","00000000100000000000000000000000","2000","2947","6000","12000"
"R7","00000000000000000000001000000000","2000","5228","6000","12000"
"R6","00000000000000000001000000000000","2000","3335","6000","12000"
"R6","00000000000000000000000010000000","2000","4649","6000","12000"
"R1","00000000000000000000000000001000","2000","5073","6000","12000"
"R12","00000010000000000000000000000000","2000","5085","6000","12000"
"LR","00000000000000100000000000000000","2000","2563","6000","12000"
"R10","00000000000000000000000100000000","2000","4181","6000","12000"
"PC","00000010000000000000000000000000","2000","2706","6000","12000"
"R11","00000000000000000000100000000000","2000","4964","6000","12000"
"R0","10000000000000000000000000000000","2000","5458","6000","12000"
"R5","00000000000000000001000000000000","2000","5459","6000","12000"
"R4","00000000000000001000000000000000","2000","4049","6000","12000"
"R3","10000000000000000000000000000000","2000","4406","6000","12000"
"R1","00100000000000000000000000000000","2000","2361","6000","12000"
"R9","00000000000000010000000000000000","2000","4985","6000","12000"
"R5","00000000000100000000000000000000","2000","2393","6000","12000"
"R1","00000000000001000000000000000000","2000","3065","6000","12000"
"R2","00000000000010000000000000000000","2000","2493","6000","12000"
"R4","00000000000000000000000000100000","2000","2447","6000","12000"
"SP","00000000000000010000000000000000","2000","2457","6000","12000"
"PC","00000010000000000000000000000000","2000","5255","6000","12000"
"R4","00000010000000000000000000000000","2000","4133","6000","12000"
"PC","00000000000000000000000000000010","2000","3951","6000","12000"
"R5","00000000000000000001000000000000","2000","4610","6000","12000"
"R1","00100000000000000000000000000000","2000","2986","6000","12000"
"SP","01000000000000000000000000000000","2000","4763","6000","12000"
"R3","00000000001000000000000000000000","2000","2533","6000","12000"
"R8","00000000000000000000001000000000","2000","4902","6000","12000"
"R8","00000000000000000000010000000000","2000","5793","6000","12000"
"R7","00000000000000000000000010000000","2000","3722","6000","12000"
